Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NZ_CP023392.1_Lactococcus_raffinolactis_strain_WiKim0068_chromosome__complete_genome;0.02107;0;0.00021;0.04256;0.00142;0.00182;0;0.0041;0.00075;0;0.01026;0.00061;0;0.00021;0.02984;0.00064;0.00127;0.00427;0.0011;0.04868;0.00366;0.01012;0.00051;0.00081;0.00266;0.00927;0.00222;0.00132;0.00028;0.00354;0.01105;0.00022;0.01246;0.0037;0.00079;0.01989;0.54685;0.00141;0.15088;2.31548;0.6726;0.00105;0.03336;0.01677;0.01528;0.01791;0.07767;0.01379;0.13062;0.00087;0.0001;0.01686;0.01036;0.01463;0.00926;0.00071;0.02326;0.00213;0.22304;0.0091;0.09487;0.01286;0.26846;0.41124;0;0.03993;0.00038;0.07159;0.33503;0.00139;0.01259;0.02402;0.00066;0.0017;0.03369;0.03217;0.0018;0;0.00049;0.00753;0.00072;0.00234;0;0.00141;0.00297;0.0011;0.00365
NZ_LT906446.1_Megamonas_hypermegale_strain_NCTC10570_chromosome_1;0.02095;0;0.0002;0.00208;0.00028;0.00248;0.02355;0.00461;0.00037;0;0.01243;0.00031;0;0.00007;0.03509;0;0.00047;0.00325;0;0.00615;0.00364;0.00303;0.00076;0.00069;0.00082;0.01416;0.0002;0.00114;0;0.00151;0.00094;0.00033;0.00413;0.00234;0.00059;0.01394;0.13089;0.00018;0.03186;0.32483;0.00743;0.00042;0.01772;0.0077;0.01114;0.01391;0.05497;0.00548;0.00643;0.00347;0.00021;0.00559;0.00297;0.00864;0.00427;0.0007;0.02434;0.00042;0.06237;0.03617;0.0131;0.00533;0.09137;0.01447;0;0.02055;0;0.0292;0.09452;0.00035;0.00515;0.0191;0.00054;0.00271;0.01431;0.0006;0;0;0.00126;0.00942;0.00036;0.00052;0;0.00042;0.00048;0.0024;0.00161
NZ_CP014699.1_Streptococcus_pantholopis_strain_TA_26_chromosome__complete_genome;0.02085;0.00007;0.00081;0.00175;0.01097;0.00539;0.09375;0.00918;0;0.00025;0.00952;0.00068;0;0;0.01817;0.00013;0.00142;0.00493;0.00656;0.06326;0.00579;0.0118;0.0005;0.00126;0;0.00852;0.004;0.00228;0.00014;0.0025;0.01024;0;0.03905;0.00166;0.00058;0.01806;0.40076;0;0.43066;3.00757;1.44178;0.00083;0.03616;0.02138;0.01612;0.01606;0.11722;0.04365;0.01217;0.00456;0.00026;0.05468;0.01477;0.02277;0.06925;0.00087;0.01393;0.00422;0.28617;0.012;0.15512;0.02095;0.46421;0.80652;0.00018;0.03672;0.00094;0.09262;0.61364;0.01307;0.02052;0.0358;0.00173;0.0027;0.0406;0.0019;0.00226;0;0.00106;0.03557;0.00197;0.00231;0;0.00084;0.0075;0.00087;0.00522
NZ_CP016953.1_Streptococcus_himalayensis_strain_HTS2_chromosome__complete_genome;0.02054;0.00126;0.00181;0.00903;0.023;0.03342;0.32321;0.07555;0;0.00061;0.07999;0.00583;0.00006;0.00062;0.09395;0.0005;0.00527;0.04893;0.00753;0.51936;0.03423;0.08106;0.00211;0.00511;0.00097;0.0668;0.01594;0.00978;0.00205;0.01808;0.06372;0.00054;0.12146;0.0149;0.00479;0.13724;1.80594;0.00224;1.01753;12.84632;6.31412;0.01145;0.26404;0.18074;0.09603;0.10089;0.91793;0.22866;0.10608;0.01262;0.0026;0.28573;0.03953;0.11747;0.41126;0.00948;0.13362;0.01227;2.71007;0.05667;0.76012;0.08201;1.70403;2.94711;0.0018;0.24583;0.00798;0.56466;3.42803;0.21449;0.07325;0.12765;0.00564;0.01095;0.19548;0.00741;0.00094;0;0.00913;0.19392;0.01658;0.02352;0.00013;0.00302;0.01875;0.00664;0.0186
NZ_AP019822.1_Pseudoleptotrichia_goodfellowii_strain_JCM16774;0.0204;0.00097;0.00977;0.01174;0.01652;0.03716;0.13759;0.16279;0.00036;0.00098;0.64655;0.02681;0.00006;0.00014;1.43463;0.0005;0.00015;0.15807;0;0.03913;0.01984;0.00013;0.00185;0.02738;0.01478;0.55907;0.01349;0.01927;0.01373;0.25864;0.05145;0.00202;0.02162;0.06473;0.00019;0.17294;5.40624;0.00188;0.71347;10.07934;0.00723;0.06662;0.61834;0.22325;0.17845;0.62842;2.85395;1.01482;0.2732;0.27297;0.00614;0.00181;0.04675;0.22674;0.02448;0.00531;1.23489;0.00021;1.78118;0.00987;0.00383;0.02854;2.98736;0;0;0.22509;0.00018;0.70187;1.6522;0.00841;0.00789;0.0155;0.00846;0.00165;0.10613;0.00003;0;0;0.0169;0.20504;0.0028;0.00176;0;0.00477;0.01281;0.0802;0.00039
NC_008497.1_Lactobacillus_brevis_ATCC_367__complete_sequence;0.02039;0.00014;0;0.00107;0.00055;0;0.22927;0.00766;0;0;0;0.00007;0;0;0;0;0;0.00096;0;0.00479;0;0.00081;0.00037;0.00022;0.00032;0.00224;0.00195;0.00048;0;0;0;0.00011;0;0.00016;0;0;0.0098;0.00034;0.04006;0.01375;0.01447;0.00041;0.00354;0.00187;0.00074;0.00162;0.00064;0.00073;0.00046;0.00145;0.00223;0;0.00085;0.00118;0.00044;0;0.00118;0.0001;0.02361;0.00107;0.00128;0.00104;0.01873;0.04579;0;0.00364;0.00018;0.00059;0.03943;0;0.00072;0.00248;0;0;0.00889;0.00486;0;0;0.00028;0;0.00018;0;0;0.00027;0.00088;0;0.0002
NZ_CP049889.1_Jeotgalibaca_porci_strain_CCUG_69148_chromosome__complete_genome;0.02033;0;0.0002;0.00255;0.00741;0.0046;0.11429;0.01106;0.00036;0.00012;0.02815;0.00074;0.00006;0.00014;0.12431;0;0.002;0.01468;0.0032;0.14527;0.02118;0.00856;0.00147;0.00495;0;0.02524;0.00604;0.0054;0.00108;0.00553;0.00363;0.00064;0.01203;0.00373;0;0.06039;0.60091;0.00204;0.44061;3.83771;0.2668;0.00243;0.0388;0.05291;0.01327;0.0162;0.10606;0.05684;0.01811;0.00757;0.00046;0.01085;0.02101;0.01647;0.07342;0.0145;0.03367;0.00051;0.33961;0.05585;0.1373;0.01552;0.48538;0.15099;0;0.0834;0.00037;0.15291;0.60719;0.00168;0.00929;0.04172;0.00147;0.0046;0.10963;0.00003;0;0;0.00169;0.0078;0.00262;0.00776;0;0.00081;0.00468;0.00254;0.01665
NC_017455.1_Halanaerobium_praevalens_DSM_2228__complete_sequence;0.02024;0.00007;0;0.00021;0.00027;0.00065;0.02275;0.00393;0;0;0.00246;0.00037;0;0;0.0022;0;0;0.00055;0;0.00198;0;0.00666;0.00024;0.00007;0.00048;0.00445;0.00078;0;0;0.00065;0.00023;0;0.0015;0.00129;0;0.00219;0.04862;0.00034;0.00898;0.02728;0;0.0002;0.00658;0.00991;0.00734;0.01451;0.01011;0.01035;0.00545;0.00191;0.00005;0;0.00185;0.00644;0.00477;0.00051;0.05937;0.0001;0.11712;0.01032;0;0.00257;0.04413;0;0;0.00541;0;0.01175;0.03043;0;0.00036;0;0.00042;0.00033;0.00471;0;0;0;0.00019;0;0;0.00025;0;0.00041;0.00006;0.0019;0
NZ_CP033898.1_Corynebacterium_pseudopelargi_strain_812CH_chromosome__complete_genome;0.01993;0;0.00019;0;0;0.00215;0;0.00103;0;0;0;0.00007;0;0.00013;0.00081;0;0;0.00941;0;0;0.00069;0.00013;0;0;0;0.00313;0;0.00016;0;0.00367;0;0;0;0.00111;0;0.00617;0.00479;0.00067;0.0404;0;0.0636;0.00099;0.00302;0.00122;0.00193;0.00159;0.01058;0.00284;0.00597;0.0113;0.0001;0.00531;0.00149;0.0013;0.00043;0;0.00521;0.0001;0.00659;0;0.02866;0.00304;0.09834;0.00344;0;0.00089;0;0.00058;0;0;0.0021;0.00666;0;0.00322;0.00405;0;0;0;0;0.00237;0;0;0;0.00013;0;0;0
NZ_LR134506.1_Porphyromonas_cangingivalis_strain_NCTC12856_chromosome_1;0.01943;0.00172;0.00532;0.00925;0.01678;0.01738;0.06553;0.05387;0.00069;0.00186;0.15611;0.00325;0.00012;0.00348;0.35744;0.00012;0.00176;0.02741;0.00509;0.0213;0.00405;0.01726;0.01067;0.01102;0.00168;0.13039;0.02663;0.05203;0.00518;0.01586;0.0039;0.00112;0.02251;0.01782;0.00036;0.03427;0.42486;0.00391;0.08495;1.85995;0.04824;0.00484;0.49336;0.24924;0.03874;0.45256;1.01724;0.10679;0.10444;0.02089;0.0357;0.00173;0.07611;0.0971;0.01312;0.01043;0.09595;0.00197;0.96079;0.47551;0.01215;0.01532;0.31667;0.00336;0;0.38984;0;0.33682;0.30891;0.0093;0.00205;0.01624;0.00171;0.00816;0.16378;0.00022;0;0;0.01205;0.00488;0.00801;0.07082;0;0.00649;0.0061;0.07193;0.12803
NZ_AP019697.1_Dialister_hominis_strain_5BBH33;0.01941;0;0;0;0;0.00063;0.02182;0;0;0;0.00089;0;0;0;0;0;0;0;0;0;0;0;0;0.00007;0;0;0;0.00015;0;0.00078;0;0;0;0.0017;0;0;0;0;0.00369;0;0;0;0.00168;0.00059;0;0.00309;0.00121;0.00208;0;0.00034;0;0;0;0.00239;0;0;0.00507;0;0.00321;0;0;0;0.0401;0;0;0;0;0;0.07089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0
NZ_LS483306.1_Enterococcus_cecorum_strain_NCTC12421_chromosome_1;0.0193;0.00046;0.00094;0.00939;0.0125;0.00749;0.04339;0.01275;0.00069;0.00012;0.0414;0.00112;0;0;0.05491;0;0.00058;0.01055;0.00202;0.10501;0.01809;0.00774;0.00198;0.00141;0.00046;0.03032;0.00684;0.00437;0.0018;0.00463;0.00258;0.0005;0.01331;0.00954;0.00126;0.05254;0.47756;0.00178;0.46462;2.62755;1.7724;0.00115;0.04435;0.03869;0.02098;0.03229;0.11513;0.05899;0.04464;0.0122;0.00048;0.13296;0.02332;0.01437;0.06079;0.00259;0.04204;0.00371;0.54249;0.06385;0.11462;0.02012;0.51159;0.37324;0.00017;0.06538;0.00017;0.1171;1.57535;0.00732;0.00848;0.02786;0.0013;0.00218;0.04515;0.00136;0.00198;0;0.0017;0.00383;0.02354;0.00475;0;0.00142;0.00261;0.00423;0.02435
NZ_LR134405.1_Rodentibacter_pneumotropicus_strain_NCTC8284_genome_assembly__chromosome:_1;0.01915;0.00046;0.00449;0.00521;0.04007;0.01652;0.08613;0.01414;0;0.00034;0.04313;0.00969;0.00035;0;0.08945;0.00082;0;0.01461;0.001;0.22157;0.04989;0.07119;0.00162;0.00942;0.00015;0.03612;0.0145;0.02377;0.00013;0.00337;0.00321;0.0005;0.05192;0.0026;0.00268;0.08237;0.29913;0.00497;0.00849;0.69718;0.36678;0.00439;0.27492;0.07828;0.01875;0.05748;0.15435;0.11096;0.06323;0.00837;0.00148;0.0017;0.02905;0.00942;0.01006;0.01012;0.02559;0.00019;0.23755;0.09219;0.01198;0.00804;0.40666;0.03308;0.00017;0.2724;0.00017;0.49716;0.71597;0.0158;0;0.00291;0.01121;0.00774;0.07627;0.00008;0.00022;0;0.0047;0.00177;0.00411;0.00802;0;0.00192;0.00303;0.00399;0.03395
NZ_CP034670.1_Eikenella_corrodens_strain_KCOM_3110_chromosome__complete_genome;0.01901;0.01653;0.00353;0.00477;0.06465;0.02151;0.49145;0.04161;0.00068;0.00261;0.16601;0.03675;0.00081;0.00109;3.97476;0.00221;0;0.11431;0.02092;0.21766;0.09308;0.06502;0.0297;0.01262;0.05883;0.18878;0.02331;0.02908;0.00228;0.03712;0.00021;0.0006;0.05527;0.01531;0.00071;0.06116;1.74458;0.00239;0.01445;3.04938;0.12807;0.00284;0.28313;0.18649;0.23448;3.08065;16.65407;0.36765;0.2621;0.06277;0.04282;0.00507;0.05623;0.04921;0.00061;0.00622;0.05632;0.0103;1.43648;0.00099;0.00119;0.00411;0.57808;0.00328;0;0.25761;0;0.3085;0.62477;0.00408;0.002;0.00144;0.02275;0.00522;0.04502;0.00019;0;0;0.1773;0;0.06628;0.01123;0;0.00609;0.00323;0.01269;0.07489
NZ_CP012873.1_Weissella_cibaria_strain_CH2_chromosome__complete_genome;0.01894;0;0;0.0004;0;0.00245;0.02129;0.00098;0;0;0.00115;0.00014;0;0;0;0;0;0.00179;0;0.00519;0;0.00486;0;0.00007;0.00015;0.00476;0;0.00059;0;0.0003;0;0;0.00047;0.0003;0;0.00498;0.1684;0;0.0072;0.30644;0;0.00019;0.00986;0.0087;0.00229;0.00905;0.02603;0.00744;0.0044;0.00045;0.00014;0.00253;0.00268;0.00411;0.00142;0;0.03081;0.0001;0.02819;0;0.00237;0.00024;0.03913;0;0;0.00253;0;0.0308;0.22382;0;0.00033;0;0;0;0;0.00057;0;0;0;0.00727;0;0.00093;0;0.00013;0;0.00059;0
NZ_CP019448.1_Simonsiella_muelleri_ATCC_29453_chromosome__complete_genome;0.01892;0.00239;0;0.00148;0.02834;0.00897;0.02127;0.04436;0.00034;0.00124;0.209;0.01605;0.00017;0;0.25246;0;0;0.02133;0.00198;0.28776;0.01183;0.03336;0.00046;0.00367;0.00119;0.17126;0.01922;0.00606;0.00013;0.00878;0.00084;0.0004;0.02658;0.00272;0.00071;0.12966;1.55016;0.00095;0.02158;4.78256;0.03355;0.00235;0.97797;0.15899;0.13099;1.42596;4.01329;1.1143;1.09228;0.12329;0.00823;0;0.06039;0.04365;0.00081;0.00921;0.51056;0.00048;1.2828;0.00544;0.00237;0.0012;0.34525;0;0;0.17714;0.00051;26.6637;0.20323;0.00874;0.00465;0.00029;0.00118;0.00031;0.00605;0.00093;0.00194;0;0.00893;0.0005;0.00146;0.00512;0.00012;0.00366;0.00005;0.00256;0.00747
NZ_CP009623.1_Staphylococcus_agnetis_strain_908_chromosome__complete_genome;0.01888;0;0;0.00049;0.00204;0.0002;0;0.00049;0;0.00102;0.00747;0.00007;0;0;0.00514;0;0.00014;0;0;0.00998;0.00328;0.00062;0;0.00021;0;0.00237;0.00054;0.00044;0.00013;0.0003;0;0;0.00093;0;0;0.00234;0.01361;0;0.09214;0.35644;0;0.00009;0.00409;0.00636;0.00365;0.00953;0.0177;0.00382;0.00481;0.00045;0.00005;0.00252;0.00157;0.00273;0.00344;0.00048;0.01646;0;0.05934;0.00198;0.00354;0.00072;0.02384;0.00326;0;0.00716;0.00017;0.00658;0.00406;0;0;0.00316;0.0001;0.00153;0.00412;0;0;0;0.00035;0;0.00016;0;0;0;0;0.00098;0.00018
NZ_CP059571.1_Neisseria_bacilliformis_strain_DSM_23338_chromosome__complete_genome;0.01875;0.00754;0.0011;0.00343;0.06629;0.00384;0.04215;0.00729;0;0.00347;0.12807;0.07781;0.00717;0;0.10261;0.00034;0.00028;0.0086;0.01081;0.1288;0.07097;0.22001;0.23175;0.00456;0.00251;0.02799;0.03791;0.00337;0.0025;0.03766;0.00042;0.00059;0.2065;0.00583;0;0.03683;0.49997;0.00063;0.01307;0.8972;0.03324;0.00103;0.70196;0.04792;0.03919;0.07169;1.19336;0.02631;0.07676;0.00842;0.00382;0.00833;0.06671;0.02332;0.00201;0.0033;0.07624;0.00057;0.38131;0.02893;0.00117;0.01407;0.17212;0.00647;0;0.09152;0;0.0664;0.63633;0.00217;0;0.00342;0.0033;0.0003;0.00518;0;0;0;0.01562;0;0.02979;0.06532;0.00012;0.00038;0.00065;0.00469;0.0316
NZ_CP019323.1_Lactobacillus_allii_strain_WiKim39_chromosome__complete_genome;0.01865;0.00025;0;0.00039;0.00151;0.0008;0;0.00507;0;0.00011;0.00369;0.0002;0;0;0.00051;0;0;0.0005;0;0.00547;0.0013;0.00086;0.00022;0.00041;0;0.00147;0.00018;0.00015;0.00037;0.00045;0;0;0.01332;0.00015;0.00017;0.00288;0.13888;0.00016;0.1146;0.17596;0.23804;0.00028;0.00889;0.00571;0.00158;0.00297;0.01223;0.00688;0.00251;0.00044;0;0.00414;0.00109;0.00189;0.00939;0;0.00975;0.00057;0.04008;0.0039;0.0851;0.00403;0.04708;0.16744;0;0.00333;0;0.00866;0.04006;0;0.00262;0.01048;0.00029;0.0006;0.00975;0.00573;0;0;0.00017;0.00049;0.00016;0.00069;0;0.00012;0.00021;0.00097;0.0018
NZ_CP016839.1_Brochothrix_thermosphacta_strain_TMW_2.1564_chromosome__complete_genome;0.01852;0.00006;0.00018;0.00262;0.0035;0.0014;0.02082;0.0024;0.00099;0;0.01634;0.00027;0;0.00006;0.03328;0.00011;0.00028;0.00387;0.00097;0.03733;0.00707;0.00219;0.00056;0.00149;0.00029;0.01077;0.00231;0.00173;0.00062;0.00193;0.00103;0.0001;0.01095;0.00207;0;0.01776;0.19577;0.00078;0.32617;1.12341;0.40715;0.00037;0.01566;0.01842;0.01141;0.01672;0.04569;0.01718;0.01483;0.00427;0.00028;0.00988;0.00694;0.01111;0.0252;0.00047;0.03443;0.00019;0.20517;0.01889;0.07989;0.00777;0.15939;0.28141;0;0.02683;0.00033;0.06452;0.17902;0.00367;0.00228;0.01182;0.00077;0.0015;0.01023;0.00043;0;0;0.00103;0.01322;0.00127;0.00274;0;0.00049;0.00085;0.00116;0.00482
NC_008593.1_Clostridium_novyi_NT__complete_sequence;0.01834;0.00006;0;0.0001;0.00074;0.00158;0;0.00642;0;0.00011;0.00977;0.0004;0;0;0.00475;0.00011;0.00055;0.0021;0;0.00359;0;0;0.00011;0.0003;0.00043;0.00317;0.00264;0.00014;0.00037;0.00132;0.00102;0;0.00678;0.00102;0;0.00255;0.1278;0.00031;0.01627;0.08655;0;0.00128;0.0167;0.00814;0.00355;0.01851;0.02234;0.00938;0.00481;0.00173;0.00023;0.00163;0.00443;0.00809;0.00157;0.00077;0.04316;0.00009;0.0455;0.00072;0.00115;0.00047;0.03579;0;0;0.01063;0;0.01012;0.02758;0.00272;0.00064;0.00056;0.00095;0;0.01173;0;0;0;0.00059;0.00146;0.00047;0.00045;0;0.00024;0;0.00134;0.00018
NZ_CP012543.1_Campylobacter_rectus_strain_ATCC_33238_chromosome__complete_genome;0.01817;0.00105;0.00107;0.00437;0.0076;0.11458;0.12256;0.09557;0;0.00804;0.48219;0.08289;0.00017;0.0008;0.00198;0.00144;0.01029;0.33409;0.00095;0.00534;0.0082;0.0012;0.00778;0.00851;0.03678;0.21045;0.01027;0.03021;0.07534;0.22399;0.00081;0.00493;0.0009;0.05143;0;0.08096;0.44096;0.0003;0.06217;0.44095;0;0.02759;2.87725;0.03922;0.0393;1.64552;7.86713;1.51394;0.40359;0.07203;0.00958;0.00081;0.04634;0.14139;0.00312;0.00701;0.08023;0.00442;0.42369;0.00119;0.00114;0.00208;0.2148;0;0;0.02795;0;0.0459;0.24203;0;0.00064;0.01464;0.00226;0;0.00502;0.001;0;0;0.12045;0.0173;0.00125;0;0;0.00121;0.00063;0.01876;0
NC_007955.1_Methanococcoides_burtonii_DSM_6242__complete_genome;0.01815;0;0;0;0;0;0;0.00024;0;0;0.00028;0;0;0;0.00099;0;0;0.00024;0;0.00071;0.00063;0.00012;0;0;0;0.00029;0.00017;0;0;0.00015;0;0;0.00045;0.00014;0;0.00028;0.00872;0;0;0.0367;0;0;0;0.00056;0.00132;0.00096;0.0034;0.00065;0.00014;0.00011;0.00009;0;0.0003;0.00052;0;0;0;0;0.003;0;0;0.00023;0;0;0;0;0;0.00105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP011531.1_Bacteroides_dorei_CL03T12C01_chromosome__complete_genome;0.0176;0.00006;0.00086;0;0;0.00057;0.00989;0.00148;0;0;0.00777;0.00035;0;0;0.00252;0;0.00066;0.00053;0;0.00034;0;0.00012;0;0.00029;0.00014;0.00346;0;0.00364;0.00012;0.00042;0;0;0.00087;0.00014;0;0;0.03806;0;0.03401;0.06525;0.01872;0;0.00801;0;0.00553;0.00748;0.0088;0.00042;0.00599;0.00234;0.00015;0;0.00631;0.00904;0;0.00022;0.02045;0.00276;0.03784;0.00035;0.0011;0.00112;0.00404;0;0;0.00647;0;0.00792;0.00378;0;0.00046;0.00281;0.00009;0.00071;0.00077;0;0;0;0.00016;0;0.0003;0;0;0.00006;0.00008;0.00064;0
NC_010655.1_Akkermansia_muciniphila_ATCC_BAA_835__complete_sequence;0.01754;0.00036;0;0;0.00024;0.00038;0;0.00159;0;0.0021;0.00347;0.00026;0;0.00006;0.0031;0;0;0.00024;0;0.00103;0.00061;0.00023;0.00021;0;0.00014;0.00524;0.00084;0.00041;0;0.00056;0.0002;0;0.00043;0.00098;0;0.00081;0.01264;0;0.00556;0.01182;0;0.00017;0.00761;0.00268;0.00148;0.01817;0.01698;0.00146;0.00092;0.00166;0.00048;0;0.00088;0.00457;0.00056;0.00015;0.00917;0.00009;0.0203;0.00872;0;0.00045;0.01812;0;0;0.00978;0;0.0056;0.00377;0;0;0.00027;0.00036;0.00113;0.00459;0;0;0;0.00032;0.00093;0.0003;0;0;0.00035;0;0.0011;0.00169
NZ_CP031933.2_Lactobacillus_zhachilii_strain_HBUAS52074_chromosome__complete_genome;0.01721;0.00012;0.00017;0.00027;0.00325;0.00148;0.01935;0.00379;0;0.0001;0.00471;0.00019;0;0;0.02109;0;0.00065;0.0029;0.0018;0.031;0.0006;0.00204;0.00021;0.00116;0;0.00541;0.00033;0.00067;0.00023;0.00041;0.00346;0;0.0017;0.00124;0;0.01331;0.13647;0.00087;0.12105;1.47347;0.3235;0.00026;0.01008;0.00474;0.00749;0.00183;0.02312;0.00717;0.01263;0.00092;0.00004;0;0.00703;0.00212;0.00627;0.00058;0.02;0.00096;0.10531;0.00991;0.01614;0.00503;0.10074;0.13673;0;0.02379;0.00016;0.02899;0.17749;0.00142;0.00514;0.00523;0.00045;0.00028;0.01076;0.00075;0;0;0.00024;0.00068;0.00074;0.00064;0;0.00034;0.00089;0.0009;0.00232
NZ_AP022822.1_Enterococcus_saigonensis_strain_VE80;0.01705;0.00006;0.00983;0.00393;0.00875;0.01011;0.09585;0.00994;0;0.00071;0.02102;0.00081;0;0.00017;0.23288;0.0001;0.00064;0.00656;0.00179;0.07277;0.01125;0.0037;0.00051;0.00602;0.00121;0.02412;0.00507;0.00293;0.00921;0.02252;0.00628;0.00036;0.0084;0.00979;0.00159;0.03588;0.5777;0.00057;0.15991;1.00003;0.41121;0.00161;0.07395;0.07935;0.03688;0.03532;0.41333;0.08033;0.04851;0.00695;0.00038;1.73733;0.027;0.01788;0.02777;0.00114;0.0738;0.00009;0.25662;0.0174;0.08849;0.018;0.48731;0.01767;0.0003;0.19956;0.00015;0.08318;0.55684;0.00169;0.01468;0.01633;0.00106;0.00854;0.04535;0.00116;0.0001;0;0.00095;0.00316;0.02226;0.00252;0;0.00512;0.00123;0.00356;0.00476
NZ_AP018680.1_Vibrio_casei_strain_DSM_22364_chromosome_1;0.01695;0;0;0.00009;0;0.00018;0;0.00044;0;0.0001;0.00284;0;0;0;0.003;0;0.00026;0;0;0.00232;0;0.00457;0;0.00009;0;0.00133;0;0.00013;0;0.00014;0;0;0.00042;0.00014;0;0.00052;0.01222;0;0;0;0;0;0.00147;0.0013;0.00348;0.00225;0.00265;0;0.00089;0.0001;0;0.00226;0.00028;0.00233;0.00018;0;0.01034;0;0.05326;0.00155;0.01166;0.00022;0.00195;0.00293;0;0.00491;0;0.02313;0.00364;0;0;0;0;0;0.00049;0.0001;0;0;0.00008;0;0;0;0;0;0;0;0.00033
NC_010803.1_Chlorobium_limicola_DSM_245__complete_sequence;0.01691;0;0;0;0;0.00164;0;0.00066;0;0;0;0;0;0;0;0;0.00013;0.00137;0;0;0;0;0;0;0;0;0;0.00013;0;0.00027;0;0.00009;0;0.00027;0;0.00105;0.01625;0;0.00536;0;0;0.00017;0;0;0.00204;0.0009;0.00528;0;0.00013;0.0004;0.00004;0;0;0.00171;0.00018;0;0.00295;0;0.05593;0;0;0;0.00582;0;0;0;0;0;0.00363;0;0;0.00077;0.00009;0;0;0;0;0;0;0;0;0.00021;0;0.00023;0.00005;0;0
NZ_LT990039.1_Massilistercora_timonensis_strain_Marseille_P3756_chromosome_contig00001;0.01687;0;0.00049;0.00079;0;0.00145;0;0.00437;0;0.0001;0.0249;0.00172;0;0;0.02366;0;0;0.00831;0;0.00033;0;0.00433;0;0.00293;0.0008;0.01299;0.00049;0.00421;0.00011;0.00365;0;0.00009;0.00208;0.00619;0;0.00992;0.04054;0.00028;0.0278;0.07961;0;0.00286;0.03805;0.00826;0.00652;0.06542;0.14862;0.01586;0.01225;0.01954;0.00067;0.00075;0.00858;0.01623;0.00597;0.00042;0.03088;0;0.2567;0.00485;0;0;0.07165;0;0;0.01881;0.00015;0.0338;0.06887;0;0;0.00487;0;0.00027;0.00025;0;0;0;0.00062;0.00112;0.00072;0.00145;0;0.00045;0.00024;0.00053;0
NZ_CP012559.1_Lactobacillus_heilongjiangensis_strain_DSM_28069_chromosome__complete_genome;0.01675;0;0;0.00018;0.00136;0.00054;0.01882;0.00412;0;0;0.00866;0.00006;0;0.00006;0.01231;0;0.00025;0.00181;0.00088;0.01934;0.00233;0.00165;0;0.00058;0;0.00684;0.00128;0.00196;0;0.00121;0;0;0.00206;0;0.00047;0.00933;0.04426;0.00014;0.0191;0.50795;0;0.00033;0.00835;0.00718;0.00243;0.004;0.02825;0.00956;0.00288;0.00079;0.00004;0.00149;0.00181;0.0017;0.01023;0.00056;0.00632;0.00025;0.036;0.00504;0.01047;0.00383;0.03652;0;0.00015;0.01232;0;0.02431;0.06116;0.00055;0;0.00382;0.00061;0.00027;0.0056;0.00147;0;0;0.00031;0;0.00029;0.00062;0;0.00034;0.00116;0.00087;0.00194
NC_004557.1_Clostridium_tetani_E88__complete_sequence;0.01669;0;0;0;0.0009;0.00072;0;0.00151;0;0;0.00406;0.00049;0;0;0.00568;0;0;0.00045;0;0.00327;0;0;0.0001;0.00043;0.00026;0.00341;0.00016;0.00013;0;0.00187;0.00019;0;0.00288;0.00067;0;0.00103;0.04011;0;0.01269;0.20255;0.01184;0.00033;0.01086;0.00332;0.00222;0.01596;0.03285;0.01152;0.00412;0.00207;0.00008;0;0.00042;0.00193;0.00054;0.00014;0.01455;0;0.03037;0;0;0.00149;0.01724;0;0;0.00893;0;0.00679;0.04662;0.00138;0.00117;0.00355;0.00026;0.00189;0.00437;0;0;0;0.00023;0.00177;0;0;0;0;0.00005;0.00104;0
NZ_CP011120.1_Acetobacter_oryzifermentans_strain_SLV_7_chromosome__complete_genome;0.01669;0;0;0.00017;0;0.00054;0;0.00043;0;0;0;0.00006;0;0;0;0;0.00013;0;0;0.00229;0;0.00187;0;0;0;0.00026;0;0;0;0;0;0;0.00041;0.00013;0;0;0;0;0.00106;0;0.01184;0;0;0;0;0;0.00469;0.00099;0.00012;0;0;0;0;0;0;0;0.00097;0;0;0;0;0;0;0;0;0.00372;0;0.00048;0.00359;0.00055;0;0;0;0;0.00121;0;0;0;0;0;0;0;0;0;0;0;0
