pathway_id;pathway_reaction;pathway_completeness_perc;pathway_completeness;pathway_candidate_reaction;pathway_key_reactions
TRNA-CHARGING-PWY;tRNA charging;90;19/21; 19/21;0/0
TRPCAT-PWY;L-tryptophan degradation I (via anthranilate);0;0/4; 0/4;0/0
TRPIAACAT-PWY;indole-3-acetate biosynthesis VI (bacteria);0;0/3; 0/3;0/1
TRPKYNCAT-PWY;L-tryptophan degradation IV (via indole-3-lactate);0;0/2; 0/2;0/0
TRPSYN-PWY;L-tryptophan biosynthesis;0;0/6; 0/6;0/0
TRYPDEG-PWY;L-tryptophan degradation II (via pyruvate);0;0/1; 0/1;0/0
TYRFUMCAT-PWY;L-tyrosine degradation I;25;2/8; 2/8;0/0
TYRSYN;L-tyrosine biosynthesis I;16;1/6; 1/6;0/1
UDPNAGSYN-PWY;UDP-N-acetyl-D-glucosamine biosynthesis I;100;5/5; 5/5;0/0
VALDEG-PWY;L-valine degradation I;25;2/8; 2/8;0/0
VALSYN-PWY;L-valine biosynthesis;100;4/4; 4/4;0/0
XYLCAT-PWY;D-xylose degradation I;100;2/2; 2/2;0/0
XYLCAT-PWY;2-fucosyllactose;0;0/2; 0/2;0/1
XYLCAT-PWY;Lacto-N-tetraose;25;1/4; 1/4;0/1
XYLCAT-PWY;L-Fucose;20;(0+1)/5; 0/5;0/0
XYLCAT-PWY;Bifidobacterium;68;11/16; 11/16;0/2
XYLCAT-PWY;Coupled;0;0/1; 0/1;0/0
XYLCAT-PWY;Ferredoxin:NAD+;0;0/1; 0/1;0/0
XYLCAT-PWY;NADH:menaquinone6;0;0/1; 0/1;0/0
XYLCAT-PWY;L-tryptophan;0;0/5; 0/5;0/1
XYLCAT-PWY;ferroxidase;0;0/1; 0/1;0/0
XYLCAT-PWY;sulfate;20;1/5; 1/5;0/1
XYLCAT-PWY;S-adenosyl-L-methionine;60;(2+1)/5; 2/5;1/2
XYLCAT-PWY;peptidoglycan;100;10/10; 9/10;2/2
XYLCAT-PWY;inosine-5'-phosphate;20;1/5; 1/5;0/1
XYLCAT-PWY;spermidine;50;2/4; 2/4;0/1
XYLCAT-PWY;menaquinol;0;0/1; 0/1;0/1
XYLCAT-PWY;Phosphate;100;1/1; 1/1;0/0
XYLCAT-PWY;3-hydroxybutyryl-CoA;0;0/1; 0/1;0/0
XYLCAT-PWY;Mucus;10;1/10; 1/10;0/0
XYLCAT-PWY;acetyl-CoA;0;0/1; 0/1;0/1
XYLCAT-PWY;Extracellular;40;2/5; 2/5;0/0
XYLCAT-PWY;Folate;50;3/6; 3/6;0/1
XYLCAT-PWY;thiazole;25;2/8; 2/8;0/0
XYLCAT-PWY;Electron;0;0/1; 0/1;0/0
XYLCAT-PWY;Na(+)-translocating;0;0/1; 0/1;0/0
XYLCAT-PWY;Na(+)-translocating;100;1/1; 1/1;0/0
XYLCAT-PWY;L-Tyrosine;33;1/3; 1/3;0/0
XYLCAT-PWY;Pyruvate-ferredoxin;0;0/1; 0/1;0/0
XYLCAT-PWY;Ljungdahl-Wood;30;(2+1)/10; 2/10;0/2
XYLCAT-PWY;Bile;12;1/8; 1/8;0/2
NADPHOS-DEPHOS-PWY;NAD phosphorylation and dephosphorylation;25;1/4; 1/4;0/2
NADPHOS-DEPHOS-PWY;leucyl;0;0/1; 0/1;0/1
NADPHOS-DEPHOS-PWY;arginine;0;0/1; 0/1;0/1
NADPHOS-DEPHOS-PWY;massetolide;0;0/3; 0/3;0/0
NADPHOS-DEPHOS-PWY;viscosin;0;0/3; 0/3;0/0
NADPHOS-DEPHOS-PWY;Agmatine;0;0/1; 0/1;0/0
NADPHOS-DEPHOS-PWY;Agmatine;0;0/1; 0/1;0/0
NADPHOS-DEPHOS-PWY;Mucus;10;1/10; 1/10;0/0
NADPHOS-DEPHOS-PWY;Extracellular;0;0/1; 0/1;0/0
NADPHOS-DEPHOS-PWY;Inulin;0;0/3; 0/3;0/1
